學年度,階段,學號,宿舍,房號
103,第一志願, 0111115,七宿舍,314
103,第一志願, 0111117,七宿舍,314
103,第一志願,0110721,七宿舍,315
103,第一志願, 0117022,七宿舍,315
103,第一志願, 0117038,七宿舍,315
103,第一志願, 0117060,七宿舍,315
103,第一志願,0213406,七宿舍,323
103,第一志願, 0213413,七宿舍,323
103,第一志願, 0213418,七宿舍,323
103,第一志願, 0213439,七宿舍,323
103,第一志願,0219003,七宿舍,325
103,第一志願, 0219008,七宿舍,325
103,第一志願, 0219028,七宿舍,325
103,第一志願, 0219037,七宿舍,325
103,第一志願,0211508,七宿舍,326
103,第一志願, 0211518,七宿舍,326
103,第一志願, 0211526,七宿舍,326
103,第一志願, 0211545,七宿舍,326
103,第一志願,0210509,七宿舍,327
103,第一志願, 0210515,七宿舍,327
103,第一志願, 0210520,七宿舍,327
103,第一志願, 0210522,七宿舍,327
103,第一志願,0011502,七宿舍,329
103,第一志願, 0011512,七宿舍,329
103,第一志願, 0011528,七宿舍,329
103,第一志願, 0011538,七宿舍,329
103,第一志願,0217024,七宿舍,330
103,第一志願, 0217026,七宿舍,330
103,第一志願, 0217045,七宿舍,330
103,第一志願, 0217047,七宿舍,330
103,第一志願,0211025,七宿舍,334
103,第一志願, 0211031,七宿舍,334
103,第一志願, 0211033,七宿舍,334
103,第一志願, 0211083,七宿舍,334
103,第一志願,0212201,七宿舍,335
103,第一志願, 0212203,七宿舍,335
103,第一志願, 0212216,七宿舍,335
103,第一志願, 0212235,七宿舍,335
103,第一志願,0211506,七宿舍,336
103,第一志願, 0211510,七宿舍,336
103,第一志願, 0211538,七宿舍,336
103,第一志願, 0211549,七宿舍,336
103,第一志願,0010025,八宿舍,101
103,第一志願, 0010886,八宿舍,101
103,第一志願, 0010889,八宿舍,101
103,第一志願, 0010891,八宿舍,101
103,第一志願,0111040,八宿舍,103
103,第一志願, 0111050,八宿舍,103
103,第一志願, 0111051,八宿舍,103
103,第一志願, 0111069,八宿舍,103
103,第一志願,0111001,八宿舍,104
103,第一志願, 0111021,八宿舍,104
103,第一志願, 0111047,八宿舍,104
103,第一志願, 0111061,八宿舍,104
103,第一志願,0011304,八宿舍,105
103,第一志願, 0111503,八宿舍,105
103,第一志願, 0111545,八宿舍,105
103,第一志願, 0113367,八宿舍,105
103,第一志願,0211550,八宿舍,107
103,第一志願, 0212114,八宿舍,107
103,第一志願, 0219017,八宿舍,107
103,第一志願, 0219021,八宿舍,107
103,第一志願,0213315,八宿舍,108
103,第一志願, 0213316,八宿舍,108
103,第一志願, 0213346,八宿舍,108
103,第一志願, 0213357,八宿舍,108
103,第一志願,0210102,八宿舍,109
103,第一志願, 0210117,八宿舍,109
103,第一志願, 0210134,八宿舍,109
103,第一志願, 0210135,八宿舍,109
103,第一志願,0012224,八宿舍,110
103,第一志願, 0112233,八宿舍,110
103,第一志願, 0112240,八宿舍,110
103,第一志願, 9914092,八宿舍,110
103,第一志願,0215412,九宿舍,102
103,第一志願, 0215414,九宿舍,102
103,第一志願, 0215424,九宿舍,102
103,第一志願, 0215427,九宿舍,102
103,第一志願,0213223,九宿舍,105
103,第一志願, 0213248,九宿舍,105
103,第一志願, 0215322,九宿舍,105
103,第一志願, 0215329,九宿舍,105
103,第一志願,0211225,九宿舍,106
103,第一志願, 0211226,九宿舍,106
103,第一志願, 0211235,九宿舍,106
103,第一志願, 0211281,九宿舍,106
103,第一志願,0210001,九宿舍,111
103,第一志願, 0210005,九宿舍,111
103,第一志願, 0210021,九宿舍,111
103,第一志願, 0210023,九宿舍,111
103,第一志願,0210007,九宿舍,112
103,第一志願, 0216046,九宿舍,112
103,第一志願, 0216201,九宿舍,112
103,第一志願, 0216315,九宿舍,112
103,第一志願,0216002,九宿舍,114
103,第一志願, 0216020,九宿舍,114
103,第一志願, 0216064,九宿舍,114
103,第一志願, 0216090,九宿舍,114
103,第一志願,0210010,九宿舍,118
103,第一志願, 0210016,九宿舍,118
103,第一志願, 0210022,九宿舍,118
103,第一志願, 0210029,九宿舍,118
103,第一志願,0212531,九宿舍,119
103,第一志願, 0212534,九宿舍,119
103,第一志願, 0212548,九宿舍,119
103,第一志願, 0212554,九宿舍,119
103,第一志願,0212537,九宿舍,121
103,第一志願, 0212540,九宿舍,121
103,第一志願, 0212552,九宿舍,121
103,第一志願, 0212553,九宿舍,121
103,第一志願,0211601,九宿舍,122
103,第一志願, 0211604,九宿舍,122
103,第一志願, 0211621,九宿舍,122
103,第一志願, 0211622,九宿舍,122
103,第一志願,0111205,九宿舍,123
103,第一志願, 0211215,九宿舍,123
103,第一志願, 0211223,九宿舍,123
103,第一志願, 0211259,九宿舍,123
103,第一志願,0210101,九宿舍,126
103,第一志願, 0210105,九宿舍,126
103,第一志願, 0210133,九宿舍,126
103,第一志願, 0210189,九宿舍,126
103,第一志願,0210008,九宿舍,129
103,第一志願, 0210009,九宿舍,129
103,第一志願, 0210018,九宿舍,129
103,第一志願, 0210026,九宿舍,129
103,第一志願,0216305,九宿舍,132
103,第一志願, 0216308,九宿舍,132
103,第一志願, 0216313,九宿舍,132
103,第一志願, 0216318,九宿舍,132
103,第一志願,0210118,九宿舍,133
103,第一志願, 0210130,九宿舍,133
103,第一志願, 0210156,九宿舍,133
103,第一志願, 0210170,九宿舍,133
103,第一志願,0211211,九宿舍,206
103,第一志願, 0211220,九宿舍,206
103,第一志願, 0211243,九宿舍,206
103,第一志願, 0211265,九宿舍,206
103,第一志願,0216033,九宿舍,207
103,第一志願, 0216063,九宿舍,207
103,第一志願, 0216066,九宿舍,207
103,第一志願, 0216094,九宿舍,207
103,第一志願,0210757,九宿舍,209
103,第一志願, 0210873,九宿舍,209
103,第一志願, 0210881,九宿舍,209
103,第一志願, 0210885,九宿舍,209
103,第一志願,0212218,九宿舍,210
103,第一志願, 0212220,九宿舍,210
103,第一志願, 0212237,九宿舍,210
103,第一志願, 0212249,九宿舍,210
103,第一志願,0211607,九宿舍,212
103,第一志願, 0211610,九宿舍,212
103,第一志願, 0211612,九宿舍,212
103,第一志願, 0211624,九宿舍,212
103,第一志願,0212227,九宿舍,213
103,第一志願, 0212229,九宿舍,213
103,第一志願, 0212242,九宿舍,213
103,第一志願, 0212248,九宿舍,213
103,第一志願,0217016,九宿舍,215
103,第一志願, 0217017,九宿舍,215
103,第一志願, 0217021,九宿舍,215
103,第一志願, 0217037,九宿舍,215
103,第一志願,0216068,九宿舍,224
103,第一志願, 0216243,九宿舍,224
103,第一志願, 0216246,九宿舍,224
103,第一志願, 0216323,九宿舍,224
103,第一志願,0215409,九宿舍,226
103,第一志願, 0215413,九宿舍,226
103,第一志願, 0215428,九宿舍,226
103,第一志願, 0215434,九宿舍,226
103,第一志願,0211214,九宿舍,227
103,第一志願, 0211218,九宿舍,227
103,第一志願, 0211241,九宿舍,227
103,第一志願, 0211253,九宿舍,227
103,第一志願,0111119,九宿舍,229
103,第一志願, 0211113,九宿舍,229
103,第一志願, 0212258,九宿舍,229
103,第一志願, 0216100,九宿舍,229
103,第一志願,0210107,九宿舍,309
103,第一志願, 0210115,九宿舍,309
103,第一志願, 0210127,九宿舍,309
103,第一志願, 0210190,九宿舍,309
103,第一志願,0111204,九宿舍,311
103,第一志願, 0111264,九宿舍,311
103,第一志願, 0111294,九宿舍,311
103,第一志願, 0113257,九宿舍,311
103,第一志願,0215332,九宿舍,312
103,第一志願, 0215340,九宿舍,312
103,第一志願, 0215352,九宿舍,312
103,第一志願, 0215353,九宿舍,312
103,第一志願,0211502,九宿舍,314
103,第一志願, 0211509,九宿舍,314
103,第一志願, 0211527,九宿舍,314
103,第一志願, 0211553,九宿舍,314
103,第一志願,0210120,九宿舍,315
103,第一志願, 0210137,九宿舍,315
103,第一志願, 0210151,九宿舍,315
103,第一志願, 0210187,九宿舍,315
103,第一志願,0212503,九宿舍,316
103,第一志願, 0212519,九宿舍,316
103,第一志願, 0212526,九宿舍,316
103,第一志願, 0212551,九宿舍,316
103,第一志願,0211202,九宿舍,319
103,第一志願, 0211213,九宿舍,319
103,第一志願, 0211222,九宿舍,319
103,第一志願, 0211257,九宿舍,319
103,第一志願,0210106,九宿舍,320
103,第一志願, 0210109,九宿舍,320
103,第一志願, 0210144,九宿舍,320
103,第一志願, 0210165,九宿舍,320
103,第一志願,0216044,九宿舍,323
103,第一志願, 0216048,九宿舍,323
103,第一志願, 0216087,九宿舍,323
103,第一志願, 0216326,九宿舍,323
103,第一志願,0210111,九宿舍,324
103,第一志願, 0210152,九宿舍,324
103,第一志願, 0210173,九宿舍,324
103,第一志願, 0210186,九宿舍,324
103,第一志願,0210502,九宿舍,325
103,第一志願, 0210513,九宿舍,325
103,第一志願, 0210516,九宿舍,325
103,第一志願, 0210525,九宿舍,325
103,第一志願,0210503,九宿舍,326
103,第一志願, 0210536,九宿舍,326
103,第一志願, 0212529,九宿舍,326
103,第一志願, 0212536,九宿舍,326
103,第一志願,0210003,九宿舍,330
103,第一志願, 0210011,九宿舍,330
103,第一志願, 0210012,九宿舍,330
103,第一志願, 0210015,九宿舍,330
103,第一志願,0011216,九宿舍,403
103,第一志願, 0011226,九宿舍,403
103,第一志願, 0015429,九宿舍,403
103,第一志願, 0015433,九宿舍,403
103,第一志願,0216037,九宿舍,404
103,第一志願, 0216062,九宿舍,404
103,第一志願, 0216072,九宿舍,404
103,第一志願, 0216212,九宿舍,404
103,第一志願,0212518,九宿舍,405
103,第一志願, 0212520,九宿舍,405
103,第一志願, 0212523,九宿舍,405
103,第一志願, 0212545,九宿舍,405
103,第一志願,0212512,九宿舍,408
103,第一志願, 0212513,九宿舍,408
103,第一志願, 0212532,九宿舍,408
103,第一志願, 0212541,九宿舍,408
103,第一志願,0210116,九宿舍,411
103,第一志願, 0210128,九宿舍,411
103,第一志願, 0210148,九宿舍,411
103,第一志願, 0210172,九宿舍,411
103,第一志願,0211201,九宿舍,414
103,第一志願, 0211247,九宿舍,414
103,第一志願, 0211272,九宿舍,414
103,第一志願, 0211297,九宿舍,414
103,第一志願,0210013,九宿舍,415
103,第一志願, 0210027,九宿舍,415
103,第一志願, 0210028,九宿舍,415
103,第一志願, 0210030,九宿舍,415
103,第一志願,0212028,九宿舍,416
103,第一志願, 0212107,九宿舍,416
103,第一志願, 0212124,九宿舍,416
103,第一志願, 0212133,九宿舍,416
103,第一志願,0111562,九宿舍,418
103,第一志願, 0111564,九宿舍,418
103,第一志願, 0111565,九宿舍,418
103,第一志願, 0111567,九宿舍,418
103,第一志願,0211280,九宿舍,419
103,第一志願, 0215407,九宿舍,419
103,第一志願, 0215429,九宿舍,419
103,第一志願, 0215436,九宿舍,419
103,第一志願,0212215,九宿舍,420
103,第一志願, 0212221,九宿舍,420
103,第一志願, 0212223,九宿舍,420
103,第一志願, 0212239,九宿舍,420
103,第一志願,0216038,九宿舍,421
103,第一志願, 0216041,九宿舍,421
103,第一志願, 0216086,九宿舍,421
103,第一志願, 0216321,九宿舍,421
103,第一志願,0212517,九宿舍,424
103,第一志願, 0212530,九宿舍,424
103,第一志願, 0212546,九宿舍,424
103,第一志願, 0212549,九宿舍,424
103,第一志願,0212016,九宿舍,425
103,第一志願, 0212104,九宿舍,425
103,第一志願, 0212131,九宿舍,425
103,第一志願, 0212134,九宿舍,425
103,第一志願,0212514,九宿舍,426
103,第一志願, 0212515,九宿舍,426
103,第一志願, 0212535,九宿舍,426
103,第一志願, 0212542,九宿舍,426
103,第一志願,0011080,九宿舍,429
103,第一志願, 0012002,九宿舍,429
103,第一志願, 0012010,九宿舍,429
103,第一志願, 0012128,九宿舍,429
103,第一志願,0211208,九宿舍,430
103,第一志願, 0211209,九宿舍,430
103,第一志願, 0211217,九宿舍,430
103,第一志願, 0211245,九宿舍,430
103,第一志願,0216025,九宿舍,431
103,第一志願, 0216202,九宿舍,431
103,第一志願, 0216221,九宿舍,431
103,第一志願, 0216338,九宿舍,431
103,第一志願,0210518,九宿舍,433
103,第一志願, 0210519,九宿舍,433
103,第一志願, 0210524,九宿舍,433
103,第一志願, 0210527,九宿舍,433
103,第一志願,0111035,十三宿,103
103,第一志願, 0211021,十三宿,103
103,第一志願, 0211050,十三宿,103
103,第一志願, 0211073,十三宿,103
103,第一志願,0216057,十三宿,105
103,第一志願, 0216092,十三宿,105
103,第一志願, 0216211,十三宿,105
103,第一志願, 0216316,十三宿,105
103,第一志願,0216051,十三宿,111
103,第一志願, 0216207,十三宿,111
103,第一志願, 0216209,十三宿,111
103,第一志願, 0216217,十三宿,111
103,第一志願,0210138,十三宿,113
103,第一志願, 0210153,十三宿,113
103,第一志願, 0210177,十三宿,113
103,第一志願, 0210184,十三宿,113
103,第一志願,0210720,十三宿,114
103,第一志願, 0210738,十三宿,114
103,第一志願, 0210753,十三宿,114
103,第一志願, 0210850,十三宿,114
103,第一志願,0015407,十三宿,201
103,第一志願, 0015431,十三宿,201
103,第一志願, 0015432,十三宿,201
103,第一志願, 0015434,十三宿,201
103,第一志願,0216014,十三宿,205
103,第一志願, 0216029,十三宿,205
103,第一志願, 0216071,十三宿,205
103,第一志願, 0216095,十三宿,205
103,第一志願,0213207,十三宿,206
103,第一志願, 0213209,十三宿,206
103,第一志願, 0213254,十三宿,206
103,第一志願, 0213255,十三宿,206
103,第一志願,0213115,十三宿,207
103,第一志願, 0213132,十三宿,207
103,第一志願, 0215331,十三宿,207
103,第一志願, 0217014,十三宿,207
103,第一志願,0113347,十三宿,208
103,第一志願, 0213304,十三宿,208
103,第一志願, 0213320,十三宿,208
103,第一志願, 0213321,十三宿,208
103,第一志願,0210112,十三宿,211
103,第一志願, 0210129,十三宿,211
103,第一志願, 0210136,十三宿,211
103,第一志願, 0210154,十三宿,211
103,第一志願,0211008,十三宿,213
103,第一志願, 0211048,十三宿,213
103,第一志願, 0211057,十三宿,213
103,第一志願, 0211074,十三宿,213
103,第一志願,0210734,十三宿,216
103,第一志願, 0210742,十三宿,216
103,第一志願, 0210778,十三宿,216
103,第一志願, 0210854,十三宿,216
103,第一志願,0211501,十三宿,217
103,第一志願, 0211505,十三宿,217
103,第一志願, 0211515,十三宿,217
103,第一志願, 0211522,十三宿,217
103,第一志願,0110870,十三宿,221
103,第一志願, 0110879,十三宿,221
103,第一志願, 0112260,十三宿,221
103,第一志願, 0116097,十三宿,221
103,第一志願,0210103,十三宿,223
103,第一志願, 0210108,十三宿,223
103,第一志願, 0210155,十三宿,223
103,第一志願, 0210167,十三宿,223
103,第一志願,0011281,十三宿,224
103,第一志願, 0012003,十三宿,224
103,第一志願, 0012017,十三宿,224
103,第一志願, 0012121,十三宿,224
103,第一志願,0216042,十三宿,301
103,第一志願, 0216047,十三宿,301
103,第一志願, 0216058,十三宿,301
103,第一志願, 0216075,十三宿,301
103,第一志願,0216023,十三宿,305
103,第一志願, 0216050,十三宿,305
103,第一志願, 0216055,十三宿,305
103,第一志願, 0216096,十三宿,305
103,第一志願,0210740,十三宿,309
103,第一志願, 0210796,十三宿,309
103,第一志願, 0210800,十三宿,309
103,第一志願, 0210808,十三宿,309
103,第一志願,0210703,十三宿,310
103,第一志願, 0210708,十三宿,310
103,第一志願, 0210755,十三宿,310
103,第一志願, 0210806,十三宿,310
103,第一志願,0115324,十三宿,311
103,第一志願, 0115331,十三宿,311
103,第一志願, 0115334,十三宿,311
103,第一志願, 0115354,十三宿,311
103,第一志願,0010727,十三宿,313
103,第一志願, 0010800,十三宿,313
103,第一志願, 0010842,十三宿,313
103,第一志願, 0010873,十三宿,313
103,第一志願,0210707,十三宿,320
103,第一志願, 0210751,十三宿,320
103,第一志願, 0210827,十三宿,320
103,第一志願, 0210861,十三宿,320
103,第一志願,0010102,十三宿,322
103,第一志願, 0010123,十三宿,322
103,第一志願, 0010150,十三宿,322
103,第一志願, 0010184,十三宿,322
103,第一志願,0110103,十三宿,324
103,第一志願, 0110129,十三宿,324
103,第一志願, 0110151,十三宿,324
103,第一志願, 0110160,十三宿,324
103,第一志願,0212003,十三宿,325
103,第一志願, 0212014,十三宿,325
103,第一志願, 0212017,十三宿,325
103,第一志願, 0212030,十三宿,325
103,第一志願,0210713,十三宿,403
103,第一志願, 0210741,十三宿,403
103,第一志願, 0210746,十三宿,403
103,第一志願, 0210773,十三宿,403
103,第一志願,0213105,十三宿,406
103,第一志願, 0213114,十三宿,406
103,第一志願, 0213125,十三宿,406
103,第一志願, 0213149,十三宿,406
103,第一志願,0211009,十三宿,407
103,第一志願, 0211017,十三宿,407
103,第一志願, 0211034,十三宿,407
103,第一志願, 0211107,十三宿,407
103,第一志願,0210756,十三宿,409
103,第一志願, 0210814,十三宿,409
103,第一志願, 0210880,十三宿,409
103,第一志願, 0210886,十三宿,409
103,第一志願,0210721,十三宿,415
103,第一志願, 0210805,十三宿,415
103,第一志願, 0210815,十三宿,415
103,第一志願, 0210819,十三宿,415
103,第一志願,0210104,十三宿,419
103,第一志願, 0210158,十三宿,419
103,第一志願, 0210159,十三宿,419
103,第一志願, 0210164,十三宿,419
103,第一志願,0213344,十三宿,423
103,第一志願, 0213356,十三宿,423
103,第一志願, 0213358,十三宿,423
103,第一志願, 0213408,十三宿,423
103,第一志願,0211020,十三宿,424
103,第一志願, 0211035,十三宿,424
103,第一志願, 0211067,十三宿,424
103,第一志願, 0211100,十三宿,424
103,第一志願,0211024,十三宿,425
103,第一志願, 0211055,十三宿,425
103,第一志願, 0211077,十三宿,425
103,第一志願, 0211079,十三宿,425
103,第一志願,0211019,十三宿,426
103,第一志願, 0211047,十三宿,426
103,第一志願, 0211049,十三宿,426
103,第一志願, 0211062,十三宿,426
103,第一志願,0211005,十三宿,501
103,第一志願, 0211010,十三宿,501
103,第一志願, 0211032,十三宿,501
103,第一志願, 0211051,十三宿,501
103,第一志願,0216009,十三宿,503
103,第一志願, 0216036,十三宿,503
103,第一志願, 0216093,十三宿,503
103,第一志願, 0216336,十三宿,503
103,第一志願,0111603,十三宿,504
103,第一志願, 0211603,十三宿,504
103,第一志願, 0211615,十三宿,504
103,第一志願, 0211623,十三宿,504
103,第一志願,0210701,十三宿,505
103,第一志願, 0210729,十三宿,505
103,第一志願, 0210829,十三宿,505
103,第一志願, 0210853,十三宿,505
103,第一志願,0016048,十三宿,506
103,第一志願, 0016110,十三宿,506
103,第一志願, 0016230,十三宿,506
103,第一志願, 0016315,十三宿,506
103,第一志願,0011025,十三宿,508
103,第一志願, 0011077,十三宿,508
103,第一志願, 0011096,十三宿,508
103,第一志願, 0011116,十三宿,508
103,第一志願,0210731,十三宿,514
103,第一志願, 0210787,十三宿,514
103,第一志願, 0210804,十三宿,514
103,第一志願, 0210859,十三宿,514
103,第一志願,0213107,十三宿,515
103,第一志願, 0213108,十三宿,515
103,第一志願, 0213139,十三宿,515
103,第一志願, 0213150,十三宿,515
103,第一志願,0010505,十三宿,516
103,第一志願, 0010508,十三宿,516
103,第一志願, 0010531,十三宿,516
103,第一志願, 0010540,十三宿,516
103,第一志願,0216008,十三宿,517
103,第一志願, 0216022,十三宿,517
103,第一志願, 0216228,十三宿,517
103,第一志願, 0216234,十三宿,517
103,第一志願,0211004,十三宿,525
103,第一志願, 0211040,十三宿,525
103,第一志願, 0211046,十三宿,525
103,第一志願, 0211060,十三宿,525
103,第一志願,0210747,十三宿,526
103,第一志願, 0210810,十三宿,526
103,第一志願, 0210834,十三宿,526
103,第一志願, 0210863,十三宿,526
103,第一志願,0210779,十三宿,602
103,第一志願, 0210849,十三宿,602
103,第一志願, 0210851,十三宿,602
103,第一志願, 0210883,十三宿,602
103,第一志願,0212006,十三宿,603
103,第一志願, 0212018,十三宿,603
103,第一志願, 0212031,十三宿,603
103,第一志願, 0212105,十三宿,603
103,第一志願,0216213,十三宿,606
103,第一志願, 0216224,十三宿,606
103,第一志願, 0216239,十三宿,606
103,第一志願, 0216242,十三宿,606
103,第一志願,0213201,十三宿,613
103,第一志願, 0213205,十三宿,613
103,第一志願, 0213217,十三宿,613
103,第一志願, 0213241,十三宿,613
103,第一志願,0110125,十三宿,616
103,第一志願, 0110136,十三宿,616
103,第一志願, 0110146,十三宿,616
103,第一志願, 0110167,十三宿,616
103,第一志願,0212002,十三宿,617
103,第一志願, 0212005,十三宿,617
103,第一志願, 0212010,十三宿,617
103,第一志願, 0212029,十三宿,617
103,第一志願,0213203,十三宿,622
103,第一志願, 0213235,十三宿,622
103,第一志願, 0213236,十三宿,622
103,第一志願, 0213243,十三宿,622
103,第一志願,0110706,十三宿,701
103,第一志願, 0110711,十三宿,701
103,第一志願, 0110862,十三宿,701
103,第一志願, 9916009,十三宿,701
103,第一志願,0216004,十三宿,703
103,第一志願, 0216053,十三宿,703
103,第一志願, 0216065,十三宿,703
103,第一志願, 0216306,十三宿,703
103,第一志願,0213324,十三宿,704
103,第一志願, 0213327,十三宿,704
103,第一志願, 0213330,十三宿,704
103,第一志願, 0213335,十三宿,704
103,第一志願,0210160,十三宿,715
103,第一志願, 0210162,十三宿,715
103,第一志願, 0210171,十三宿,715
103,第一志願, 0210180,十三宿,715
103,第一志願,0216208,十三宿,718
103,第一志願, 0216210,十三宿,718
103,第一志願, 0216230,十三宿,718
103,第一志願, 0216249,十三宿,718
103,第一志願,0216010,十三宿,722
103,第一志願, 0216032,十三宿,722
103,第一志願, 0216303,十三宿,722
103,第一志願, 0216307,十三宿,722
103,第一志願,0216026,十三宿,723
103,第一志願, 0216070,十三宿,723
103,第一志願, 0216079,十三宿,723
103,第一志願, 0216098,十三宿,723
103,第一志願,0216015,十三宿,724
103,第一志願, 0216215,十三宿,724
103,第一志願, 0216328,十三宿,724
103,第一志願, 0216337,十三宿,724
103,第一志願,0210705,十三宿,725
103,第一志願, 0210821,十三宿,725
103,第一志願, 0210838,十三宿,725
103,第一志願, 0210884,十三宿,725
103,第一志願,0210019,十三宿,726
103,第一志願, 0211026,十三宿,726
103,第一志願, 0211028,十三宿,726
103,第一志願, 0211042,十三宿,726
103,第一志願,0216012,十三宿,803
103,第一志願, 0216040,十三宿,803
103,第一志願, 0216056,十三宿,803
103,第一志願, 0216334,十三宿,803
103,第一志願,0210877,十三宿,804
103,第一志願, 0210878,十三宿,804
103,第一志願, 0210879,十三宿,804
103,第一志願, 0216244,十三宿,804
103,第一志願,0210710,十三宿,807
103,第一志願, 0210767,十三宿,807
103,第一志願, 0210867,十三宿,807
103,第一志願, 0210871,十三宿,807
103,第一志願,0116228,十三宿,814
103,第一志願, 0216302,十三宿,814
103,第一志願, 0216327,十三宿,814
103,第一志願, 0216332,十三宿,814
103,第一志願,0210744,十三宿,815
103,第一志願, 0210783,十三宿,815
103,第一志願, 0210817,十三宿,815
103,第一志願, 0210825,十三宿,815
103,第一志願,0211080,十三宿,817
