學年度,階段,學號,宿舍,房號
100,第一志願,9923174,七宿舍,108
100,第一志願, 9923182,七宿舍,108
100,第一志願, 9923184,七宿舍,108
100,第一志願, 9923186,七宿舍,108
100,第一志願,9713004,七宿舍,109
100,第一志願, 9753020,七宿舍,109
100,第一志願, 9853017,七宿舍,109
100,第一志願, 9928020,七宿舍,109
100,第一志願,9911011,七宿舍,110
100,第一志願, 9911037,七宿舍,110
100,第一志願, 9911044,七宿舍,110
100,第一志願, 9911070,七宿舍,110
100,第一志願,9908006,七宿舍,119
100,第一志願, 9908009,七宿舍,119
100,第一志願, 9908012,七宿舍,119
100,第一志願, 9908019,七宿舍,119
100,第一志願,9712040,七宿舍,123
100,第一志願, 9712053,七宿舍,123
100,第一志願, 9712089,七宿舍,123
100,第一志願, 9712101,七宿舍,123
100,第一志願,9713083,七宿舍,126
100,第一志願, 9923017,七宿舍,126
100,第一志願, 9923091,七宿舍,126
100,第一志願, 9923141,七宿舍,126
100,第一志願,9917067,七宿舍,127
100,第一志願, 9917068,七宿舍,127
100,第一志願, 9917153,七宿舍,127
100,第一志願, 9917276,七宿舍,127
100,第一志願,9943003,七宿舍,202
100,第一志願, 9943013,七宿舍,202
100,第一志願, 9943014,七宿舍,202
100,第一志願, 9943041,七宿舍,202
100,第一志願,9943004,七宿舍,203
100,第一志願, 9943024,七宿舍,203
100,第一志願, 9943043,七宿舍,203
100,第一志願, 9943046,七宿舍,203
100,第一志願,9917022,七宿舍,207
100,第一志願, 9917065,七宿舍,207
100,第一志願, 9917098,七宿舍,207
100,第一志願, 9917103,七宿舍,207
100,第一志願,9911019,七宿舍,209
100,第一志願, 9911059,七宿舍,209
100,第一志願, 9911065,七宿舍,209
100,第一志願, 9911067,七宿舍,209
100,第一志願,9917021,七宿舍,212
100,第一志願, 9917126,七宿舍,212
100,第一志願, 9917130,七宿舍,212
100,第一志願, 9917154,七宿舍,212
100,第一志願,9811056,七宿舍,215
100,第一志願, 9814045,七宿舍,215
100,第一志願, 9817147,七宿舍,215
100,第一志願, 9823019,七宿舍,215
100,第一志願,9911023,七宿舍,218
100,第一志願, 9911052,七宿舍,218
100,第一志願, 9911078,七宿舍,218
100,第一志願, 9911079,七宿舍,218
100,第一志願,9911013,七宿舍,219
100,第一志願, 9911073,七宿舍,219
100,第一志願, 9911087,七宿舍,219
100,第一志願, 9911088,七宿舍,219
100,第一志願,9911016,七宿舍,220
100,第一志願, 9911043,七宿舍,220
100,第一志願, 9911048,七宿舍,220
100,第一志願, 9911071,七宿舍,220
